,Lat,Lon,City,Zipcode,ID
103,34.0258687,-80.95947509999999,"Columbia, SC 29206, USA",29206,1
104,35.0474721,-81.9643913,"Boiling Springs, SC 29316, USA",29316,20
105,34.9041714,-82.11695499999999,"Duncan, SC 29334, USA",29334,3
106,33.9599553,-79.1322744,"Aynor, SC 29511, USA",29511,8
107,34.9838584,-82.33433749999999,"Taylors, SC 29687, USA",29687,223
108,33.5494383,-84.20679919999999,"Stockbridge, GA 30281, USA",30281,44
109,34.2783099,-83.8791074,"Gainesville, GA 30504, USA",30504,168
110,34.0820025,-83.94266979999999,"Buford, GA 30519, USA",30519,1
111,31.3262391,-81.5377013,"Brunswick, GA 31525, USA",31525,9
112,30.0700179,-81.8879884,"Middleburg, FL 32068, USA",32068,98
113,29.910184,-81.5377013,"St. Augustine, FL 32092, USA",32092,2
114,29.4633008,-81.38393260000001,"Bunnell, FL 32110, USA",32110,23
115,30.2211093,-81.82790109999999,"Jacksonville, FL 32222, USA",32222,29
116,30.46777519999999,-86.8822445,"Gulf Breeze, FL 32566, USA",32566,3
117,28.7546454,-81.49379929999999,"Apopka, FL 32712, USA",32712,45
118,27.6018976,-80.3769999,"Vero Beach, FL 32962, USA",32962,70
119,26.4273206,-81.7239979,"Estero, FL 33928, USA",33928,1
120,28.2333343,-82.7023383,"NEW PRT RCHY, FL 34653, USA",34653,38
121,33.2956275,-86.7718017,"Indian Springs Village, AL 35124, USA",35124,9
122,34.437016,-86.51986509999999,"Union Grove, AL 35175, USA",35175,1
123,33.4165524,-86.681253,"Birmingham, AL 35242, USA",35242,23
124,34.2628015,-87.5791287,"Haleyville, AL 35565, USA",35565,9
125,34.8287425,-87.6482474,"St Florian, AL 35630, USA",35630,205
126,34.8870089,-87.8156715,"Florence, AL 35633, USA",35633,79
127,34.8809517,-87.5000082,"Killen, AL 35645, USA",35645,1
128,34.512273,-87.8746146,"Littleville, AL 35653, USA",35653,32
129,34.7830467,-87.5692461,"Muscle Shoals, AL 35661, USA",35661,8
130,34.7091114,-86.761749,"Madison, AL 35758, USA",35758,33
131,30.6435655,-87.5791287,"Robertsdale, AL 36567, USA",36567,25
132,30.49179719999999,-88.14865700000001,"Theodore, AL 36582, USA",36582,6
133,30.6804215,-88.06564449999999,"Mobile, AL 36604, USA",36604,1
134,35.7972575,-86.438974,"Murfreesboro, TN 37128, USA",37128,1
135,35.9173416,-86.4490926,"Murfreesboro, TN 37129, USA",37129,3
136,30.8492406,-89.5874819,"Poplarville, MS 39470, USA",39470,42
137,33.5851639,-88.4210006,"Columbus, MS 39705, USA",39705,1
138,40.015874,-82.669947,"Pataskala, OH 43062, USA",43062,13
139,39.5837779,-82.9716617,"Circleville, OH 43113, USA",43113,1
140,39.9990626,-83.01733860000002,"Columbus, OH 43210, USA",43210,29
141,39.6128751,-84.2489525,"Miamisburg, OH 45342, USA",45342,1
142,41.4831184,-87.45048880000002,"Schererville, IN 46375, USA",46375,18
143,41.4613036,-86.96240859999999,"Valparaiso, IN 46383, USA",46383,4
144,37.9734239,-87.575423,"Evansville, IN 47708, USA",47708,6
145,42.39398629999999,-83.3735966,"Livonia, MI 48154, USA",48154,20
146,42.3789443,-83.53900019999999,"Plymouth, MI 48170, USA",48170,13
147,42.46434379999999,-83.40564379999999,"Farmington Hills, MI 48335, USA",48335,10
148,42.5913416,-83.6001904,"Milford, MI 48381, USA",48381,1
149,42.7514541,-83.7411631,"Fenton, MI 48430, USA",48430,23
150,43.0252245,-83.6029116,"Flint, MI 48509, USA",48509,69
151,43.0164056,-83.7942551,"Flint, MI 48532, USA",48532,1
152,42.698235,-84.406761,"Okemos, MI 48864, USA",48864,3
153,42.8479125,-85.8690933,"Hudsonville, MI 49426, USA",49426,1
154,42.5629855,-92.49999179999999,"Cedar Falls, IA 50613, USA",50613,10
155,43.1438143,-89.35114949999999,"Madison, WI 53704, USA",53704,10
156,45.1865855,-89.73628099999999,"Merrill, WI 54452, USA",54452,1
157,44.9516643,-93.16290629999999,"St Paul, MN 55104, USA",55104,43
158,47.5502332,-92.88806029999999,"Chisholm, MN 55719, USA",55719,15
159,47.5986283,-92.50191579999999,"Virginia, MN 55792, USA",55792,6
160,43.8652385,-92.2039933,"Chatfield, MN 55923, USA",55923,19
161,44.1705644,-92.1646722,"Plainview, MN 55964, USA",55964,6
162,47.5359809,-111.4124519,"Great Falls, MT 59404, USA",59404,1
163,41.9485328,-88.09496089999999,"Bloomingdale, IL 60108, USA",60108,2
164,41.89136999999999,-87.94328370000001,"Elmhurst, IL 60126, USA",60126,79
165,41.8583941,-87.836556,"Hines, IL 60141, USA",60141,2
166,41.8770889,-87.9775787,"Oakbrook Terrace, IL 60181, USA",60181,9
167,41.7568116,-88.21690269999999,"Aurora, IL 60504, USA",60504,49
168,41.8132909,-88.02163340000001,"Downers Grove, IL 60515, USA",60515,28
169,41.83635100000001,-88.21690269999999,"Warrenville, IL 60555, USA",60555,68
170,41.8403395,-87.6137011,"Chicago, IL 60616, USA",60616,2
171,42.4496851,-89.1515476,"Rockton, IL 61072, USA",61072,1
172,40.1166102,-88.2412504,"Champaign, IL 61820, USA",61820,6
173,40.4260745,-91.09693999999999,"Carthage, IL 62321, USA",62321,21
174,38.4530404,-90.3089777,"St. Louis, MO 63129, USA",63129,6
175,38.7984122,-94.4593791,"Raymore, MO 64083, USA",64083,2
176,37.7071863,-97.4327273,"Wichita, KS 67212, USA",67212,1
177,41.1319017,-96.0573302,"Papillion, NE 68046, USA",68046,3
178,41.23403690000001,-96.11559319999999,"Omaha, NE 68144, USA",68144,8
179,30.008721,-90.0653341,"New Orleans, LA 70122, USA",70122,14
180,29.6365567,-90.6867939,"Houma, LA 70364, USA",70364,42
181,30.4881915,-91.1640968,"Baton Rouge, LA 70805, USA",70805,1
182,29.8296506,-95.6668306,"Houston, TX 77084, USA",77084,27
183,30.3315253,-95.509247,"Conroe, TX 77304, USA",77304,4
184,30.1917412,-95.551228,"Spring, TX 77382, USA",77382,1
185,30.0570946,-95.46729619999999,"Spring, TX 77388, USA",77388,82
186,29.4854054,-98.4513272,"San Antonio, TX 78209, USA",78209,1
187,29.6614395,-98.66555919999999,"San Antonio, TX 78255, USA",78255,47
188,28.1005669,-97.8068851,"SWINNEY SWTCH, TX 78368, USA",78368,1
189,30.5119418,-97.8177601,"Cedar Park, TX 78613, USA",78613,24
190,30.5172665,-97.69006710000001,"Round Rock, TX 78680, USA",78680,8
191,30.4646593,-97.7471025,"Austin, TX 78729, USA",78729,50
192,31.9754756,-106.4170311,"El Paso, TX 79934, USA",79934,2
193,39.93891989999999,-105.0674317,"Westminster, CO 80020, USA",80020,1
194,44.5061332,-111.4150397,"Island Park, ID 83429, USA",83429,5
195,43.5644359,-116.4034565,"Meridian, ID 83642, USA",83642,8
196,40.3032488,-111.6750157,"Orem, UT 84097, USA",84097,31
197,37.8170209,-111.6183755,"Escalante, UT 84726, USA",84726,2
198,37.19633719999999,-113.5966577,"St. George, UT 84770, USA",84770,3
199,37.6355931,-112.0834066,"Tropic, UT 84776, USA",84776,8
200,37.0441957,-113.5490415,"St. George, UT 84790, USA",84790,36
201,33.3363836,-111.9343636,"Tempe, AZ 85284, USA",85284,10
202,33.3345698,-111.7383162,"Gilbert, AZ 85296, USA",85296,19
203,32.4908343,-114.7677196,"San Luis, AZ 85349, USA",85349,13
204,33.6110622,-112.2324406,"Peoria, AZ 85381, USA",85381,21
205,33.47549190000001,-112.3924311,"Goodyear, AZ 85395, USA",85395,36
206,31.58887099999999,-110.2117373,"Sierra Vista, AZ 85635, USA",85635,74
207,35.6204185,-106.1345705,"Santa Fe, NM 87507, USA",87507,3
208,36.1148054,-115.2778317,"Las Vegas, NV 89147, USA",89147,6
209,39.6028659,-119.7773461,"Sun Valley, NV 89433, USA",89433,6
210,39.25,-119.96,"Incline Village, NV 89450, USA",89450,8
211,39.4835647,-119.7310213,"Reno, NV 89502, USA",89502,1
212,39.2246072,-119.7078532,"Mound House, NV 89706, USA",89706,5
213,34.1378866,-118.1247032,"Pasadena, CA 91125, USA",91125,8
214,32.6059744,-117.0441009,"Chula Vista, CA 91911, USA",91911,87
215,33.095442,-117.2499749,"La Costa, CA 92009, USA",92009,5
216,32.88435520000001,-117.2338066,"La Jolla, CA 92093, USA",92093,5
217,32.7409782,-117.2499749,"San Diego, CA 92107, USA",92107,1
218,32.7920948,-117.2323367,"San Diego, CA 92109, USA",92109,12
219,32.7926264,-117.0735241,"San Diego, CA 92120, USA",92120,84
220,32.8563846,-117.2029363,"San Diego, CA 92122, USA",92122,2
221,32.9436607,-117.2088167,"San Diego, CA 92130, USA",92130,19
222,33.6496252,-117.9190418,"Costa Mesa, CA 92627, USA",92627,6
223,37.4062237,-122.0781663,"Mountain View, CA 94043, USA",94043,1
224,37.371859,-122.0212337,"Sunnyvale, CA 94086, USA",94086,2
225,40.60718050000001,-124.1132746,"Fortuna, CA 95540, USA",95540,24
226,40.0893047,-123.7038831,"Garberville, CA 95542, USA",95542,69
227,39.8167143,-123.6916184,"Leggett, CA 95585, USA",95585,1
228,38.4087013,-122.0155491,"Vacaville, CA 95688, USA",95688,1
229,40.4526321,-122.28015,"Anderson, CA 96007, USA",96007,1
230,39.2569504,-120.0145169,"Kings Beach, CA 96143, USA",96143,6
231,39.1384824,-120.1647036,"Tahoe City, CA 96145, USA",96145,3
232,20.7278194,-156.3081217,"Kula, HI 96790, USA",96790,1
233,20.7278194,-156.3081217,"Kula, HI 96790, USA",96790,1
234,45.5179745,-122.8541996,"Hillsboro, OR 97006, USA",97006,3
235,45.4031666,-122.688201,"Rivergrove, OR 97034, USA",97034,1
236,43.2084527,-122.8725449,"Glide, OR 97443, USA",97443,4
237,43.1699202,-123.2374563,"Roseburg, OR 97470, USA",97470,70
238,47.6913332,-122.382432,"Seattle, WA 98117, USA",98117,5
239,47.5762049,-122.3736284,"Seattle, WA 98126, USA",98126,7
240,47.5378143,-122.3911524,"Seattle, WA 98136, USA",98136,62
241,61.14876899999999,-149.8010811,"Anchorage, AK 99507, USA",99507,20
242,61.58090259999999,-149.4415038,"Wasilla, AK 99654, USA",99654,42
243,60.3873528,-151.0481568,"Soldotna, AK 99669, USA",99669,34
244,64.8388243,-147.7489362,"Fairbanks, AK 99701, USA",99701,220
